,question,operation
187,"A large bag of balls was kept under HaleyÂÃÂªs bed. Her mom placed the balls in bags for children in foster homes. If every bag can contain 203 balls and Haley has 581 balls, how many bags will be used?",Division
188,Arthur baked 464 muffins. How many more muffins does Arthur have to bake to have 615 muffins?,Subtraction
189,Lizette has 332 stamps. Lizette has 547 more stamps than Minerva. How many stamps does Minerva have?,Subtraction
190,A DVD book holds 870 DVDs. There are 4 DVDs already in the book. How many more DVDs can be put in the book?,Subtraction
191,Adam has $207 to buy an airplane that costs $672. How much change will Adam get?,Subtraction
192,"One stamp costs 506 cents. If the cost of each stamp remains the same, how much would 188 stamps cost?",Multiplication
193,Lisa rented 668 DVDs for $923. How much did each DVD cost to rent?,Division
194,"There were 969 pieces of candy in a jar. If 12 pieces were red and the rest were blue, how many were blue?",Subtraction
195,87 students were sitting at each table in the lunchroom. There are 767 tables. How many students were sitting in the lunchroom?,Multiplication
196,Tyler had 466 dogs. Each dog had 309 puppies. How many puppies does Tyler now have?,Multiplication
197,Mrs. Hilt has 298 markers. They are divided equally into 340 packages. Mrs. Hilt wants to know how many markers are in each package?,Division
198,Mrs. Hilt read 161 books. Each book had 333 chapters in it. How many chapters did Mrs. Hilt read?,Multiplication
199,Mrs. Hilt is baking bread. She needs 292 cups of flour to bake 602 loaves of bread. How much flour will she need to make one loaf of bread?,Division
200,A pet supply store has 236 bags of dog food and 230 bags of cat food. How many more bags of dog food are there than cat food?,Subtraction
201,David has 531 boxes of stuffed toy dogs. Each box has 903 dogs in it. How many dogs are there in all?,Multiplication
202,Freeport McMoran projects the world grain supply will be 890 metric tons and the supply will be only 927 of the world grain demand. What will the world grain demand be?,Division
203,A 947 ounce can of cranberry juice sells for 438 cents. What is the cost in cents per ounce.,Division
204,"If there are 94 bottle caps in a box and Linda puts 848 more bottle caps inside, how many bottle caps are in the box?",Addition
205,Bobby collects 58 blocks. Bobby's father gives Bobby 825 more. How many blocks does Bobby have?,Addition
206,"Michelle has 960 crayons. Janet has 13 crayons. If Janet gives all of her crayons to Michelle, how many crayons will Michelle have?",Addition
207,"If there are 413 eggs in a box and Daniel puts 654 more eggs inside, how many eggs are in the box?",Addition
208,Wayne collects 245 blocks. Wayne's father gives Wayne 939 more. How many blocks does Wayne have?,Addition
209,Andrew starts with 173 eggs. He buys 637 more. How many eggs does Andrew end with?,Addition
210,Angela has 591 tickets. Annie gives Angela 266 more. How many tickets does Angela have in all?,Addition
211,Joseph has 694 candies. Kathy gives Joseph 808 more. How many candies does Joseph have in all?,Addition
212,Janet has 72 apples. She finds another 510. How many apples does Janet have in all?,Addition
213,Joyce starts with 194 apples. She gives 570 to Larry. How many apples does Joyce end with?,Subtraction
214,Jane starts with 482 crayons. 955 are eaten by a hippopotamus. How many crayons does Jane end with?,Subtraction
215,Roger has 927 candies. He gives 605 to Stephanie. How many candies will Roger have?,Subtraction
216,Mildred weighs 32 pounds. Carol weighs 147 pounds. How much heavier is Mildred than Carol?,Subtraction
217,Diana starts with 810 bottle caps. 20 are eaten by a hippopotamus. How many bottle caps does Diana end with?,Subtraction
218,Bridget weighs 912630 pounds. Martha weighs num pounds. How much heavier is Bridget than Martha?,Subtraction
219,Pamela has 429 Skittles. She gives 544 to Karen. How many Skittles will Pamela have?,Subtraction
220,Evelyn starts with 745 Skittles. She shares 909 with Christine. How many Skittles does Evelyn end with?,Subtraction
221,Helen starts with 670 cards. Gary takes 526 away. How many cards does Helen end with?,Subtraction
222,Roger has 853 blocks. 749 are eaten by a hippopotamus. How many blocks will Roger have?,Subtraction
223,Ralph starts with 136 peanuts. He loses 641. How many peanuts does Ralph end with?,Subtraction
224,Sean has 40 blocks. 137 are eaten by a hippopotamus. How many blocks will Sean have?,Subtraction
225,Jennifer starts with 27 apples. She finds another 674. How many apples does Jennifer end with?,Addition
226,Each bottle cap costs $847. How much do 646 bottle caps cost?,Multiplication
227,"Each child has 527 bottle caps. If there are 506 children, how many bottle caps are there in total?",Multiplication
228,Sarah has 266 boxes of apples. Each box holds 261 apples. How many apples does Sarah have?,Multiplication
229,Martin has 982 boxes of crayons. Each box holds 850 crayons. How many crayons does Martin have?,Multiplication
230,Kimberly went to the store 839 times last month. She buys 610 peanuts each time she goes to the store. How many peanuts did Kimberly buy last month?,Multiplication
231,The school is planning a field trip. There are 631 students and 473 seats on each school bus. How many buses are needed to take the trip?,Division
232,The school is planning a field trip. There are 826 students and 185 seats on each school bus. How many buses are needed to take the trip?,Division
233,"Peter has 83 candies stored in boxes. If there are 618 boxes, how many candies must go in each box?",Division
234,Harry is inviting 108 friends to a party. He has 97 cookies. How many cookies will each friend get?,Division
235,"There are 363 candies in Kathy's candy collection. If the candies are organized into 122 groups, how big is each group?",Division
236,The school is planning a field trip. There are 749 students and 440 seats on each school bus. How many buses are needed to take the trip?,Division
237,"Albert has 411 oranges stored in boxes. If there are 201 boxes, how many oranges must go in each box?",Division
238,"Lori has 437 marbles. If she shares them among 184 friends, how many marbles does each friend get?",Division
239,Brenda wants to split a collection of erasers into groups of 476. Brenda has 520 erasers. How many groups will be created?,Division
240,"Ashley sold 161 boxes of Samoas. How many cases of 73 boxes, plus extra boxes does Ashley need?",Division
241,"If Karen sold 231 boxes of Tagalongs, how many cases of 397 boxes does Karen pickup from the cookie mom?",Division
242,"If Madison sold 81 boxes of Tagalongs, how many cases of 788 boxes does Madison pickup from the cookie mom?",Division
243,"If Harold split 144 apples between 11 people in her class and kept the left overs, how many apples did each classmate get?",Division
244,Lemon heads come in packages of 319. Louis ate 276 Lemon Heads. How many whole boxes did he eat and how many Lemon Heads does he have left?,Division
245,Lemon heads come in packages of 472. Louis ate 733 Lemon Heads. How many whole boxes did he eat and how many Lemon Heads does he have left?,Division
246,Marilyn starts with 298 bottle caps. She shares 671 with Nancy. How many bottle caps does Marilyn end with?,Subtraction
247,William has 791 bottle caps. He buys 154 more. How many bottle caps does William have in all?,Addition
248,Carol starts with 424 blocks. She loses 206. How many blocks does Carol end with?,Subtraction
249,There are 951 bananas in a pile on the desk. Each banana comes in a package of 615num. num bananas are added to the pile. How many bananas are there in the pile?,Addition
250,"Kimberly has 382 Skittles. She buys 272 more. Later, Kimberly buys num oranges at the store. How many Skittles does Kimberly have in all?",Addition
251,"Annie has 669 apples. She gets 603 more from Nathan. Later, Annie buys num crayons at the store. How many apples does Annie have in all?",Addition
252,"Joyce has 8 eggs. Marie gives Joyce 535 more. Later, Joyce buys num erasers at the store. How many eggs does Joyce have in all?",Addition
253,There are 221 bananas in a pile on the desk. Each banana comes in a package of 909. num bananas are added to the pile. How many bananas are there in the pile?,Addition
254,Arthur has 879 cards. Aaron has with 344 cards. Aaron finds another num. How many cards does Aaron end with?,Addition
255,Carolyn starts with 261 marbles and 778 oranges. She shares num with Diana. How many marbles does Carolyn end with?,Subtraction
256,Bruce has 601 eggs. Kimberly has 369 eggs. He loses num. How many eggs will Bruce have?,Subtraction
257,Craig has 848 apples. Judy has 955 apples. He shares num with Eugene. How many apples will Craig have?,Subtraction
258,Gloria has 379 boxes of tickets. Each box holds 253 tickets and there are num boxes in a case. How many tickets does Gloria have?,Multiplication
259,Jacqueline has 538 boxes of erasers. Each box holds 829 erasers and there are num boxes in a case. How many erasers does Jacqueline have?,Multiplication
260,"Ruby has 450 candies and 744 bananas. If she shares the candies among num friends, how many candies does each friend get?",Division
261,"Scott has 713 oranges that must be put away in boxes. Terry comes to help and brings 158 cookies to share with Scott. If there are num boxes, how many oranges must go in each box?",Division
262,"Joyce has 431 bananas that must be put away in boxes. Fred comes to help and brings 350 cookies to share with Joyce. If there are num boxes, how many bananas must go in each box?",Division
263,"Ernest has 367 bananas that must be put away in boxes. Julie comes to help and brings 110 cookies to share with Ernest. If there are num boxes, how many bananas must go in each box?",Division
264,It took Amanda 885 hours to stroll to Kimberly's house at 189 miles per hour. How far is it between Amanda's house and Kimberly's house?,Multiplication
265,It took Amanda 966563 hours to stroll to Kimberly's house at num miles per hour. How far is it between Amanda's house and Kimberly's house?,Multiplication
266,Jose strolled to Jane's house. It is 219 miles from Jose's house to Jane's house. It took Jose 439 hours to get there. How fast did Jose go?,Division
267,Patrick jogged to Aaron's house. It is 747497 miles from Patrick's house to Aaron's house. It took Patrick num hours to get there. How fast did Patrick go?,Division
268,Christine wandered 59 miles at 676 miles per hour. How long did Christine wander?,Division
269,"If Benjamin skated 487 kilometers at 444 kilometers per hour, how long was Benjamin skating?",Division
270,"If Lawrence walked 41 kilometers at 449 kilometers per hour, how long was Lawrence walking?",Subtraction
271,A bee has 378710 legs. How many legs do num bees have?,Multiplication
272,Mrs. Hilt bought a yoyo for 650 cents and a whistle for 403 cents. How much did she spend in all for the two toys?,Addition
273,Mrs. Hilt reads 211341 books a day. How many books does she read in num days?,Multiplication
274,Mrs. Hilt had 183 cents. She bought a pencil for 581 cents. How much money did she have left?,Subtraction
275,"ShelbyÂÃÂªs teacher gives out gold stars for great math work. Yesterday, Shelby earned 340 gold stars. Today, she earned 455 more. How many gold  stars did Shelby earn in all?",Addition
276,"CarsonÂÃÂªs teacher gives out gold stars for great math work. Yesterday, Carson earned 979 gold stars. Today, he earned 564 more. How many gold  stars did Carson earn in all?",Addition
277,Linda has 674 candies. Chloe has 565. How many candies do they have in all?,Addition
278,"Last Saturday, Marie sold 528 magazines and 499 newspapers. What is the total number of reading materials she sold?",Addition
279,289 boys went down the slide. 419 more boys went down the slide. How many boys went down the slide?,Addition
280,798 ducks are swimming in a lake. 403 more ducks come to join them. How many ducks are swimming in the lake?,Addition
281,Mrs. Snyder made 726 heart cookies. She made 31 red cookies and the rest are pink. How many pink cookies did she make?,Subtraction
282,550 birds were sitting in a tree. 923 more birds flew up to the tree. How many birds were there altogether in the tree?,Addition
283,Robin had 26 pieces of gum. Her brother gave her some more pieces. Now Robin has 484 pieces in all. How many pieces of gum did Robin's  brother give her?,Subtraction
284,"Jane has 827 old, brown sheets of drawing paper and 537 old, yellow sheets of drawing paper. How many pieces of drawing paper does she  have?",Addition
285,Marcus has 207 baseball cards. He has 525 more than Carter. How many baseball cards does Carter have?,Subtraction
286,Ethan has 819 presents. Alissa has 622 more than Ethan. How many presents does Alissa have?,Addition
287,"Sarah had some trucks. She gave 959 to Jeff, and now she has 652 trucks left. How many trucks did Sarah have to start with?",Addition
288,Each CD rack holds 550 CDs. A shelf can hold 517 racks. How many total CDs can fit on the shelf?,Multiplication
289,Sean has 919 whistles. He has 533 more whistles that Charles. How many whistles does Charles have?,Subtraction
290,Connie has 170 marbles. Juan has 223 more marbles than Connie. How many marbles does Juan have?,Addition
291,Megan has 376 seashells. How many more seashells does she need to find to have 9 seashells in her collection?,Subtraction
292,Mrs. Hilt bought an ice cream cone for 67459 cents. How much would num ice cream cones cost?,Multiplication
293,Mrs. Hilt and her sister drove to a concert 939 miles away. They drove 285 miles and then stopped for gas. Her sister put num gallons of gas in the  car. How many miles did they have left to drive?,Subtraction
294,Kate has 522 pennies. John has 324 pennies. How many more pennies does John have?,Subtraction
295,There were 490 boys and 475 girls on the playground at recess. How many children were on the playground at recess?,Addition
296,There were 420 geese and 807 ducks in the marsh. How many birds were in the marsh?,Addition
297,Gary had 899 dollars. He spent 754 dollars on a pet snake. How many dollars did Gary have left?,Subtraction
298,The Ferris wheel in Paradise Park has 252 seats. Each seat can hold 327 people. How many people can ride the Ferris wheel at the same time?,Multiplication
299,There are 655 baskets. There are 94 apples in each basket. How many apples are there in all?,Multiplication
300,Beth has 842 packs of crayons. Each pack has 683 crayons in it. She also has num extra crayons. How many crayons does Beth have altogether?,Multiplication
301,Ted has 499 candy bars. He wants to put them into 111 bags so there are the same number of candy bars in each bag. How many candy bars  should go in each bag?,Division
302,My car gets 80 miles per gallon. How many miles can I drive on 613 gallons of gas?,Multiplication
303,Robin has 951 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?,Multiplication
304,"There are 878 stickers on a page. If you have 986 pages of stickers, how many stickers do you have?",Multiplication
305,Megan had 3 markers. Robert gave her 30 more markers. How many markers does Megan have altogether?,Addition
306,A DVD book holds 824 DVDs. There are 29 DVDs already in the book. How many more DVDs can be put in the book?,Subtraction
307,Iesha has 558 books. 973 are about school and the rest are about sports. How many books about sports does Iesha have?,Subtraction
308,Sean has 214 whistles. He has 413 more whistles that Charles. How many whistles does Charles have?,Subtraction
309,Adam has $335 to buy an airplane that costs $473. How much change will he get?,Subtraction
310,The Sumata family took a 627-day vacation by car. Each day they drove 970num miles. How many total miles did they drive?,Multiplication
311,The town of Milburg has 663 grown-ups and 435 children. How many people live in Milburg?,Addition
312,"There were 261 pieces of candy in a jar. If 921 pieces were red and the rest were blue, how many were blue?",Subtraction
313,497 students were sitting at each table in the lunchroom. There are 250 tables. How many students were sitting in the lunchroom?,Multiplication
314,Mrs. Hilt read 121 books. Each book had 507 chapters in it. How many chapters did Mrs. Hilt read?,Multiplication
315,Brett drove 28 miles every hour. How many miles would he drive in 237 hours?,Multiplication
316,"BrianÂÃÂªs car gets 17930 miles per gallon. On his last trip, he used num gallons of gas. How many miles did he travel on his last trip?",Multiplication
317,A chocolate chip cookie recipe calls for 114 cups of chocolate chips. You want to make 968 recipes for a bake sale. How many cups of chocolate  chips will be needed to make all the cookie recipes?,Multiplication
318,"233888 people are going to the zoo, and there are num buses to take people. How many will go in each bus if the same number go in each one and  all of the people go to the zoo?",Division
319,"My dog had some bones. Then, he dug up 332 bones. Now he has 126 bones. How many bones did he start with?",Subtraction
320,Cody is 799 years old. His grandmother is 633 times as old as he is. How old is CodyÂÃÂªs grandmother?,Multiplication
321,"Mrs. Hilt impressed 972 fans at the basketball game on Friday. If the fans were seated in equal groups on 750 sets of bleachers, how many  fans were on each set?",Division
322,John walks 362 miles to school and Nina walks 778 miles to school. How much farther does John walk than Nina?,Subtraction
323,One pencil weighs 642 grams. How much do 67 pencils weigh?,Multiplication
324,An ice skating rink charges 612 dollars for admission and 804 dollars to rent skates. Jill can purchase a new pair of skates for num dollars. How many times would she need to go the rink to justify buying the skates rather than renting a pair?,Division
325,"The tallest player on the basketball team is 280 inches tall. This is 997 inches taller than the shortest player. How tall is the shortest player , in inches?",Subtraction
326,Freeport McMoran projects that in 677 the world grain supply will be 92 metric tons and the supply will be only num of the world grain demand. What will the world grain demand be in num?,Division
327,"Soft drinks are on sale at the grocery store for 787 dollars for a 145 pack. How much would each can of soft drink cost if purchased individually , in dollars?",Division
328,Angela has 784 bottle caps. She gives 792 to Bruce. How many bottle caps will Angela have ?,Subtraction
329,There are 433 blocks in a box. Joyce takes 362 blocks. How many are left ?,Subtraction
330,There are 203 marbles in a box. Susan takes 718 marbles. How many are left ?,Subtraction
331,"Steve gives $801 to Russell. If Steve started with $905, how much money does he have left ?",Subtraction
332,"After buying some oranges for $578, Gloria has $534 left. How much money did Gloria have to begin with ?",Addition
333,Michelle has $811 and Katherine has $161. How much more does Michelle have than Katherine ?,Subtraction
334,Norma has $655 and Kevin has $238. How much more does Norma have than Kevin ?,Subtraction
335,"After buying some bottle caps for $773, Diana has $255 left. How much money did Diana have to begin with ?",Addition
336,Jennifer starts with 640 pencils. She gives 9 to Ruth. How many pencils does Jennifer end with ?,Subtraction
337,Judith weighs 277 pounds. Rebecca weighs 125 pounds. How much heavier is Judith than Rebecca ?,Subtraction
338,Russell weighs 487 pounds. Louise weighs 598 pounds. How much heavier is Russell than Louise ?,Subtraction
339,There are 514 oranges in a box. Ryan takes 470 oranges. How many are left ?,Subtraction
340,Doris has 799 eggs. She shares 792 with Brenda. How many eggs will Doris have ?,Subtraction
341,Sean removes 742 bottle caps from a jar. There were originally 233 bottle caps in the jar. How many bottle caps are left in the jar ?,Subtraction
342,"Each child has 556 cards. If there are 802 children, how many cards are there in total ?",Multiplication
343,Shawn has 828 boxes of crayons. Each box holds 735num crayons. How many crayons does Shawn have ?,Multiplication
344,Each egg costs $408. How much do 63 eggs cost ?,Multiplication
345,Chris went to the store 160 times last month. He buys 11 bottle caps each time he goes to the store. How many bottle caps did Chris buy last month ?,Multiplication
346,Paul weighs 792 pounds. Diana weighs 905 pounds. How much heavier is Paul than Diana ?,Subtraction
347,Tammy starts with 805 candies. She gives 858 to Matthew. How many candies does Tammy end with ?,Subtraction
348,Jane removes 802 crayons from a jar. There were originally 705 crayons in the jar. How many crayons are left in the jar ?,Subtraction
349,Patricia has 47 candies. She loses 968. How many candies will Patricia have ?,Subtraction
350,There are 555 tickets in a box. Christina takes 244 tickets. How many are left ?,Subtraction
351,Ruth starts with 148 bananas. She loses 164. How many bananas does Ruth end with ?,Subtraction
352,Ashley removes 365 apples from a jar. There were originally 934 apples in the jar. How many apples are left in the jar ?,Subtraction
353,Amanda removes 546 peanuts from a jar. There were originally 914 peanuts in the jar. How many peanuts are left in the jar ?,Subtraction
354,Alice removes 139 peanuts from a jar. There were originally 511 peanuts in the jar. How many peanuts are left in the jar ?,Subtraction
355,Dorothy has 349 tickets. She finds another 54. How many tickets does Dorothy have in all ?,Addition
356,Scott has 314 peanuts. He finds another 204. How many peanuts does Scott have in all ?,Addition
357,"If there are 960 oranges in a box and Rebecca puts 961 more oranges inside, how many oranges are in the box ?",Addition
358,"Lillian has 248 pencils. Elizabeth has 339 pencils. If Elizabeth gives all of her pencils to Lillian, how many pencils will Lillian have ?",Addition
359,Each card costs $455.922. How much do num cards cost ?,Multiplication
360,George has 202 boxes of cards. Each box holds 787 cards. How many cards does George have ?,Multiplication
361,Jessica has 808 boxes of pencils. Each box holds 973 pencils. How many pencils does Jessica have ?,Multiplication
362,Kenneth went to the store 853 times last month. He buys 553 oranges each time he goes to the store. How many oranges did Kenneth buy last month ?,Multiplication
363,Susan has 220 boxes of erasers. Each box holds 365 erasers. How many erasers does Susan have ?,Multiplication
364,Beverly has 818 boxes of bananas. Each box holds 509 bananas. How many bananas does Beverly have ?,Multiplication
365,Stephen has 750 bottle caps. He finds another 310. How many bottle caps does Stephen have in all ?,Addition
366,Kathleen starts with 7 marbles. Jean gives Kathleen 638 more. How many marbles does Kathleen end with ?,Addition
367,"If there are 592 Skittles in a box and Cheryl puts 275 more Skittles inside, how many Skittles are in the box ?",Addition
368,Sandra starts with 916 erasers. She gets 189 more from Martha. How many erasers does Sandra end with ?,Addition
369,There are 589 bananas. 193 bananas more are added. How many are there total ?,Addition
370,Earl has 108 apples. Roger gives Earl 565 more. How many apples does Earl have in all ?,Addition
371,"Marvin has 467 eggs. Jacqueline has 384 eggs. If Jacqueline gives all of her eggs to Marvin, how many eggs will Marvin have ?",Addition
372,"Dorothy has 140 bananas. Gloria has 257 bananas. If Gloria gives all of her bananas to Dorothy, how many bananas will Dorothy have ?",Addition
373,Gerald collects 585 candies. Gerald's father gives Gerald 551 more. How many candies does Gerald have ?,Addition
374,There are 268 oranges. 180 oranges more are added. How many are there total ?,Addition
375,There are 610 crayons in a box. James takes 145 crayons. How many are left ?,Subtraction
376,Brenda removes 514 peanuts from a jar. There were originally 266 peanuts in the jar. How many peanuts are left in the jar ?,Subtraction
377,"Janet gives $399 to Carlos. If Janet started with $725, how much money does she have left ?",Subtraction
378,Amanda has $638 and Emily has $219. How much more does Amanda have than Emily ?,Subtraction
379,"Jennifer gives $223 to Joshua. If Jennifer started with $803, how much money does she have left ?",Subtraction
380,Jacqueline has $112 and Shirley has $975. How much more does Jacqueline have than Shirley ?,Subtraction
381,Lori has $824 and Wanda has $708. How much money do they have together ?,Addition
382,Julie starts with $362 and spends $138 on bottle caps. How much money does Julie have left ?,Subtraction
383,Carolyn has $96 and Scott has $537. How much money do they have together ?,Addition
384,Albert has $633 and Amanda has $707. How much money do they have together ?,Addition
385,Lawrence has $764 and Benjamin has $339. How much money do they have together ?,Addition
386,Sandra has $426 and Kimberly has $786. How much more does Sandra have than Kimberly ?,Subtraction
387,"Henry gives $800 to Raymond. If Henry started with $996, how much money does he have left ?",Subtraction
388,Ernest has $422 and Aaron has $338. How much money do they have together ?,Addition
389,Robert has $382 and Paul has $564. How much money do they have together ?,Addition
390,There are 967 bottle caps in each box. How many bottle caps are in 602 boxes ?,Multiplication
391,Each bottle cap costs $982. How much do 147 bottle caps cost ?,Multiplication
392,Each peanut costs $26. How much do 325 peanuts cost ?,Multiplication
393,Each sticker costs $912. How much do 704 stickers cost ?,Multiplication
394,"Each child has 268 eggs. If there are 224 children, how many eggs are there in total ?",Multiplication
395,Marvin has 621 boxes of Skittles. Each box holds 781 Skittles. How many Skittles does Marvin have ?,Multiplication
396,There are 722 oranges in each box. How many oranges are in 957 boxes ?,Multiplication
397,Each banana costs $588. How much do 441 bananas cost ?,Multiplication
398,Each crayon costs $367. How much do 537 crayons cost ?,Multiplication
399,Maria collects 595 Skittles. Maria's father gives Maria 363 more. How many Skittles does Maria have ?,Addition
400,"Gloria has 192 cards. Irene has 398 cards. If Irene gives all of her cards to Gloria, how many cards will Gloria have ?",Addition
401,There are 263 bottle caps. 879 bottle caps more are added. How many are there total ?,Addition
402,Todd has 510 Skittles. He buys 475 more. How many Skittles does Todd have in all ?,Addition
403,"If there are 473 bottle caps in a box and Katherine puts 904 more bottle caps inside, how many bottle caps are in the box ?",Addition
404,Christina starts with 728 stickers. She buys 383 more. How many stickers does Christina end with ?,Addition
405,Walter starts with 416 Skittles. He gets 578 more from Kevin. How many Skittles does Walter end with ?,Addition
406,There are 171 bottle caps. 334 bottle caps more are added. How many are there total ?,Addition
407,Ruth went to the store 345 times last month. She buys 655 apples each time she goes to the store. How many apples did Ruth buy last month ?,Multiplication
408,Jerry went to the store 983 times last month. He buys 655 bananas each time he goes to the store. How many bananas did Jerry buy last month ?,Multiplication
409,Henry went to the store 771 times last month. He buys 632 eggs each time he goes to the store. How many eggs did Henry buy last month ?,Multiplication
410,Doris has 913 boxes of tickets. Each box holds 688 tickets. How many tickets does Doris have ?,Multiplication
411,Each crayon costs $632. How much do 901 crayons cost ?,Multiplication
412,Diane removes 995 eggs from a jar. There were originally 16 eggs in the jar. How many eggs are left in the jar ?,Subtraction
413,Roger starts with 434 bananas. 546 are eaten by a hippopotamus. How many bananas does Roger end with ?,Subtraction
414,Norma weighs 373 pounds. Brandon weighs 428 pounds. How much heavier is Norma than Brandon ?,Subtraction
415,Mark removes 1000 pencils from a jar. There were originally 572 pencils in the jar. How many pencils are left in the jar ?,Subtraction
416,Anna removes 597 peanuts from a jar. There were originally 786 peanuts in the jar. How many peanuts are left in the jar ?,Subtraction
417,Sandra has 995 peanuts. She shares 236 with Clarence. How many peanuts will Sandra have ?,Subtraction
418,Wanda weighs 548 pounds. Jason weighs 562 pounds. How much heavier is Wanda than Jason ?,Subtraction
419,Eric starts with $874 and spends $387 on candies. How much money does Eric have left ?,Subtraction
420,Todd has $704 and Marie has $872. How much money do they have together ?,Addition
421,"After buying some pencils for $631, Earl has $649 left. How much money did Earl have to begin with ?",Addition
422,"After buying some stickers for $628, Jason has $893 left. How much money did Jason have to begin with ?",Addition
423,Jonathan has $743 and Jeremy has $103. How much money do they have together ?,Addition
424,Heather has $815 and Judy has $311. How much money do they have together ?,Addition
425,"After buying some peanuts for $892, Lisa has $182 left. How much money did Lisa have to begin with ?",Addition
426,"After buying some bottle caps for $951, Shirley has $162 left. How much money did Shirley have to begin with ?",Addition
427,Russell has $626 and Kenneth has $493. How much money do they have together ?,Addition
428,Virginia has $78 and Walter has $92. How much money do they have together ?,Addition
429,George has $553 and Ryan has $418. How much more does George have than Ryan ?,Subtraction
430,Martin has $828 and Barbara has $396. How much money do they have together ?,Addition
431,Cheryl has $589 and Janet has $127. How much money do they have together ?,Addition
432,"Barbara gives $799 to Kathy. If Barbara started with $712, how much money does she have left ?",Subtraction
433,"After buying some erasers for $976, Tammy has $244 left. How much money did Tammy have to begin with ?",Addition
434,"After buying some pencils for $49, William has $875 left. How much money did William have to begin with ?",Addition
435,Andrew has $725 and Betty has $926. How much more does Andrew have than Betty ?,Subtraction
436,Carolyn has $507 and Jean has $917. How much money do they have together ?,Addition
